2015-10-07,POLE3S,36.2,,,,,,,,,,,,,,,
2015-11-03,POLE3S,32.5,,,,,,,,,,,,,,,
2015-12-02,POLE3S,23.9,,,,,,,,,,,,,,,
2016-01-12,POLE3S,21.6,,,,,,,,,,,,,,,
2016-02-03,POLE3S,22.1,,,,,,,,,,,,,,,
2016-03-02,POLE3S,10.8,,,,,,,,,,,,,,,
2016-04-06,POLE3S,11.7,,,,,,,,,,,,,,,
2016-05-09,POLE3S,34.7,,,,,,,,,,,,,,,
2016-06-15,POLE3S,63.0,,,,,,,,,,,,,,,
2016-07-12,POLE3S,52.2,,,,,,,,,,,,,,,
2016-08-03,POLE3S,60.2,,,,,,,,,,,,,,,
2016-09-07,POLE3S,51.9,,,,,,,,,,,,,,,
2016-10-19,POLE3S,17.0,,,,,,,,,,,,,,,
2016-11-02,POLE3S,24.5,,,,,,,,,,,,,,,
2016-12-06,POLE3S,38.3,,,,,,,,,,,,,,,
2017-01-10,POLE3S,29.1,,,,,,,,,,,,,,,
2017-02-08,POLE3S,31.3,,,,,,,,,,,,,,,
2017-03-21,POLE3S,34.1,,,,,,,,,,,,,,,
2017-04-18,POLE3S,7.96,,,,,,,,,,,,,,,
2017-05-23,POLE3S,4.51,,,,,,,,,,,,,,,
2017-07-11,POLE3S,5.54,,,,,,,,,,,,,,,
2017-08-16,POLE3S,10.6,,,,,,,,,,,,,,,
2017-09-19,POLE3S,17.1,,,,,,,,,,,,,,,
2017-10-09,POLE3S,6.29,,,,,,,,,,,,,,,
2017-11-08,POLE3S,8.2,,,,,,,,,,,,,,,
2017-12-06,POLE3S,17.8,,,,,,,,,,,,,,,
2018-01-18,POLE3S,10.2,,,,,,,,,,,,,,,
2018-02-07,POLE3S,5.85,,,,,,,,,,,,,,,
2018-03-07,POLE3S,6.43,,,,,,,,,,,,,,,
2018-04-04,POLE3S,6.39,,,,,,,,,,,,,,,
2018-05-02,POLE3S,9.1,,,,,,,,,,,,,,,
2018-06-06,POLE3S,9.23,,,,,,,,,,,,,,,
2018-07-18,POLE3S,29.2,,,,,,,,,,,,,,,
2018-08-15,POLE3S,6.18,,,,,,,,,,,,,,,
2018-09-05,POLE3S,5.1,,,,,,,,,,,,,,,
2018-10-17,POLE3S,89.6,,,,,,,,,,,,,,,
2018-11-07,POLE3S,41.5,,,,,,,,,,,,,,,
2018-12-11,POLE3S,23.2,,,,,,,,,,,,,,,
2019-01-09,POLE3S,28.9,,,,,,,,,,,,,,,
2019-02-14,POLE3S,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,POLE3S,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,POLE3S,23.0,,,,,,,,,,,,,,,
2019-05-07,POLE3S,8.46,,,,,,,,,,,,,,,
2019-06-04,POLE3S,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,POLE3S,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,POLE3S,1.57,,,,,,,,,,,,,,,
2019-09-10,POLE3S,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,POLE3S,9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,POLE3S,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,POLE3S,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,POLE3S,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,POLE3S,21.6,,,,,,,,,,,,,,,
2020-03-11,POLE3S,10.4,,,,,,,,,,,,,,,
2020-04-08,POLE3S,7.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-21,RITTAE2,13.05,,,,,,,,,,,,,,,
2010-11-02,RITTAE2,17.2,,,,,,,,,,,,,,,
2010-12-20,RITTAE2,48.2,,,,,,,,,,,,,,,
2011-01-03,RITTAE2,8.05,,,,,,,,,,,,,,,
2011-02-14,RITTAE2,23.0,,,,,,,,,,,,,,,
2011-03-21,RITTAE2,0.9,,,,,,,,,,,,,,,
2011-04-19,RITTAE2,1.6,,,,,,,,,,,,,,,
2011-05-10,RITTAE2,1.64,,,,,,,,,,,,,,,
2011-06-06,RITTAE2,1.3,,,,,,,,,,,,,,,
2011-07-13,RITTAE2,12.1,,,,,,,,,,,,,,,
2011-08-04,RITTAE2,2.13,,,,,,,,,,,,,,,
2011-09-21,RITTAE2,2.16,,,,,,,,,,,,,,,
2011-10-12,RITTAE2,2.62,,,,,,,,,,,,,,,
2011-11-15,RITTAE2,37.1,,,,,,,,,,,,,,,
2011-12-05,RITTAE2,59.7,,,,,,,,,,,,,,,
2012-01-23,RITTAE2,19.1,,,,,,,,,,,,,,,
2012-02-07,RITTAE2,20.6,,,,,,,,,,,,,,,
2012-03-19,RITTAE2,10.0,,,,,,,,,,,,,,,
2012-04-02,RITTAE2,14.6,,,,,,,,,,,,,,,
2012-05-23,RITTAE2,5.8,,,,,,,,,,,,,,,
2012-06-11,RITTAE2,2.0,,,,,,,,,,,,,,,
2012-07-16,RITTAE2,3.43,,,,,,,,,,,,,,,
2012-08-13,RITTAE2,1.18,,,,,,,,,,,,,,,
2012-09-18,RITTAE2,21.5,,,,,,,,,,,,,,,
2012-10-08,RITTAE2,38.7,,,,,,,,,,,,,,,
2012-11-26,RITTAE2,31.9,,,,,,,,,,,,,,,
2012-12-10,RITTAE2,22.7,,,,,,,,,,,,,,,
2013-01-07,RITTAE2,25.4,,,,,,,,,,,,,,,
2013-02-12,RITTAE2,33.9,,,,,,,,,,,,,,,
2013-03-28,RITTAE2,30.2,,,,,,,,,,,,,,,
2013-04-09,RITTAE2,5.72,,,,,,,,,,,,,,,
2013-05-15,RITTAE2,67.7,,,,,,,,,,,,,,,
2013-06-04,RITTAE2,59.8,,,,,,,,,,,,,,,
2013-07-16,RITTAE2,7.14,,,,,,,,,,,,,,,
2013-08-05,RITTAE2,73.1,,,,,,,,,,,,,,,
2013-09-16,RITTAE2,44.6,,,,,,,,,,,,,,,
2013-10-02,RITTAE2,92.0,,,,,,,,,,,,,,,
2013-11-18,RITTAE2,31.2,,,,,,,,,,,,,,,
2013-12-03,RITTAE2,29.8,,,,,,,,,,,,,,,
2014-01-15,RITTAE2,41.8,,,,,,,,,,,,,,,
2014-02-04,RITTAE2,31.0,,,,,,,,,,,,,,,
2014-03-12,RITTAE2,61.3,,,,,,,,,,,,,,,
2014-04-16,RITTAE2,33.2,,,,,,,,,,,,,,,
2014-04-21,RITTAE2,42.8,,,,,,,,,,,,,,,
2014-05-13,RITTAE2,14.9,,,,,,,,,,,,,,,
2014-06-03,RITTAE2,3.03,,,,,,,,,,,,,,,
2014-07-16,RITTAE2,13.7,,,,,,,,,,,,,,,
2014-08-06,RITTAE2,44.5,,,,,,,,,,,,,,,
2014-09-03,RITTAE2,26.9,,,,,,,,,,,,,,,
2014-10-08,RITTAE2,46.5,,,,,,,,,,,,,,,
2014-11-05,RITTAE2,19.4,,,,,,,,,,,,,,,
2014-12-03,RITTAE2,24.4,,,,,,,,,,,,,,,
2015-01-07,RITTAE2,14.6,,,,,,,,,,,,,,,
2015-02-04,RITTAE2,18.9,,,,,,,,,,,,,,,
2015-03-04,RITTAE2,24.5,,,,,,,,,,,,,,,
2015-04-08,RITTAE2,11.9,,,,,,,,,,,,,,,
2015-05-13,RITTAE2,35.5,,,,,,,,,,,,,,,
2015-06-02,RITTAE2,64.9,,,,,,,,,,,,,,,
2015-07-07,RITTAE2,14.0,,,,,,,,,,,,,,,
2015-08-05,RITTAE2,5.1,,,,,,,,,,,,,,,
2015-09-02,RITTAE2,7.01,,,,,,,,,,,,,,,
2015-10-07,RITTAE2,34.6,,,,,,,,,,,,,,,
2015-11-03,RITTAE2,12.9,,,,,,,,,,,,,,,
2015-12-02,RITTAE2,10.2,,,,,,,,,,,,,,,
2016-01-12,RITTAE2,17.7,,,,,,,,,,,,,,,
2016-02-03,RITTAE2,18.9,,,,,,,,,,,,,,,
2016-03-02,RITTAE2,15.5,,,,,,,,,,,,,,,
2016-04-06,RITTAE2,38.7,,,,,,,,,,,,,,,
2016-05-09,RITTAE2,35.5,,,,,,,,,,,,,,,
2016-06-15,RITTAE2,53.1,,,,,,,,,,,,,,,
2016-07-12,RITTAE2,41.9,,,,,,,,,,,,,,,
2016-08-03,RITTAE2,44.4,,,,,,,,,,,,,,,
2016-09-07,RITTAE2,39.3,,,,,,,,,,,,,,,
2016-10-19,RITTAE2,25.7,,,,,,,,,,,,,,,
2016-11-02,RITTAE2,26.6,,,,,,,,,,,,,,,
2016-12-06,RITTAE2,25.5,,,,,,,,,,,,,,,
2017-01-10,RITTAE2,18.5,,,,,,,,,,,,,,,
2017-02-08,RITTAE2,34.6,,,,,,,,,,,,,,,
2017-03-21,RITTAE2,22.3,,,,,,,,,,,,,,,
2017-05-23,RITTAE2,3.0,,,,,,,,,,,,,,,
2017-08-16,RITTAE2,4.01,,,,,,,,,,,,,,,
2017-09-19,RITTAE2,10.6,,,,,,,,,,,,,,,
2017-10-09,RITTAE2,13.2,,,,,,,,,,,,,,,
2017-11-08,RITTAE2,7.03,,,,,,,,,,,,,,,
2017-12-06,RITTAE2,25.2,,,,,,,,,,,,,,,
2018-01-18,RITTAE2,9.19,,,,,,,,,,,,,,,
2018-02-07,RITTAE2,4.45,,,,,,,,,,,,,,,
2018-03-07,RITTAE2,7.88,,,,,,,,,,,,,,,
2018-04-04,RITTAE2,10.9,,,,,,,,,,,,,,,
2018-05-02,RITTAE2,11.5,,,,,,,,,,,,,,,
2018-06-06,RITTAE2,12.9,,,,,,,,,,,,,,,
2018-07-18,RITTAE2,34.5,,,,,,,,,,,,,,,
2018-08-15,RITTAE2,20.4,,,,,,,,,,,,,,,
2018-09-05,RITTAE2,7.01,,,,,,,,,,,,,,,
2018-10-17,RITTAE2,71.6,,,,,,,,,,,,,,,
2018-11-07,RITTAE2,64.7,,,,,,,,,,,,,,,
2018-12-11,RITTAE2,20.6,,,,,,,,,,,,,,,
2019-01-09,RITTAE2,21.2,,,,,,,,,,,,,,,
2019-02-14,RITTAE2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,RITTAE2,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,RITTAE2,10.8,,,,,,,,,,,,,,,
2019-05-07,RITTAE2,6.01,,,,,,,,,,,,,,,
2019-06-04,RITTAE2,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,RITTAE2,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,RITTAE2,2.4,,,,,,,,,,,,,,,
2019-09-10,RITTAE2,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,RITTAE2,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,RITTAE2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,RITTAE2,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,RITTAE2,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,RITTAE2,7.82,,,,,,,,,,,,,,,
2020-03-11,RITTAE2,12.5,,,,,,,,,,,,,,,
2020-04-08,RITTAE2,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-21,L007,32.95,,,,,,,,,,,,,,,
2010-11-02,L007,3.65,,,,,,,,,,,,,,,
2010-12-20,L007,7.9,,,,,,,,,,,,,,,
2011-01-03,L007,3.6,,,,,,,,,,,,,,,
2011-02-14,L007,10.05,,,,,,,,,,,,,,,
2011-03-21,L007,7.75,,,,,,,,,,,,,,,
2011-04-19,L007,3.1,,,,,,,,,,,,,,,
2011-05-23,L007,2.46,,,,,,,,,,,,,,,
2011-06-07,L007,2.22,,,,,,,,,,,,,,,
2011-08-02,L007,2.53,,,,,,,,,,,,,,,
2011-09-19,L007,10.5,,,,,,,,,,,,,,,
2011-10-10,L007,5.45,,,,,,,,,,,,,,,
2011-11-15,L007,42.5,,,,,,,,,,,,,,,
2011-12-05,L007,4.18,,,,,,,,,,,,,,,
2012-01-23,L007,6.09,,,,,,,,,,,,,,,
2012-02-07,L007,4.0,,,,,,,,,,,,,,,
2012-03-19,L007,3.93,,,,,,,,,,,,,,,
2012-04-02,L007,14.1,,,,,,,,,,,,,,,
2012-05-21,L007,2.31,,,,,,,,,,,,,,,
2012-06-11,L007,3.75,,,,,,,,,,,,,,,
2012-07-16,L007,5.22,,,,,,,,,,,,,,,
2012-08-13,L007,3.38,,,,,,,,,,,,,,,
2012-09-18,L007,1.96,,,,,,,,,,,,,,,
2012-10-08,L007,3.88,,,,,,,,,,,,,,,
2012-11-26,L007,4.37,,,,,,,,,,,,,,,
2012-12-10,L007,3.0,,,,,,,,,,,,,,,
2013-01-07,L007,6.23,,,,,,,,,,,,,,,
2013-02-12,L007,1.56,,,,,,,,,,,,,,,
2013-03-28,L007,10.5,,,,,,,,,,,,,,,
2013-04-09,L007,4.55,,,,,,,,,,,,,,,
2013-05-15,L007,5.69,,,,,,,,,,,,,,,
2013-06-04,L007,3.52,,,,,,,,,,,,,,,
2013-07-16,L007,3.16,,,,,,,,,,,,,,,
2013-08-05,L007,6.67,,,,,,,,,,,,,,,
2013-09-16,L007,5.6,,,,,,,,,,,,,,,
2013-10-02,L007,14.0,,,,,,,,,,,,,,,
2013-11-18,L007,35.9,,,,,,,,,,,,,,,
2013-12-03,L007,89.9,,,,,,,,,,,,,,,
2014-01-15,L007,29.4,,,,,,,,,,,,,,,
2014-02-04,L007,15.1,,,,,,,,,,,,,,,
2014-03-12,L007,53.7,,,,,,,,,,,,,,,
2014-04-16,L007,6.92,,,,,,,,,,,,,,,
2014-04-21,L007,8.26,,,,,,,,,,,,,,,
2014-05-13,L007,6.3,,,,,,,,,,,,,,,
2014-06-03,L007,4.46,,,,,,,,,,,,,,,
2014-07-16,L007,3.51,,,,,,,,,,,,,,,
2014-08-06,L007,46.2,,,,,,,,,,,,,,,
2014-09-03,L007,7.21,,,,,,,,,,,,,,,
2014-10-08,L007,5.38,,,,,,,,,,,,,,,
2014-11-05,L007,17.1,,,,,,,,,,,,,,,
2014-12-03,L007,40.5,,,,,,,,,,,,,,,
2015-01-07,L007,6.75,,,,,,,,,,,,,,,
2015-02-04,L007,6.09,,,,,,,,,,,,,,,
2015-03-04,L007,4.81,,,,,,,,,,,,,,,
2015-04-08,L007,2.9,,,,,,,,,,,,,,,
2015-05-13,L007,10.3,,,,,,,,,,,,,,,
2015-06-02,L007,4.82,,,,,,,,,,,,,,,
2015-07-08,L007,17.3,,,,,,,,,,,,,,,
2015-08-04,L007,15.8,,,,,,,,,,,,,,,
2015-09-02,L007,12.9,,,,,,,,,,,,,,,
2015-10-07,L007,36.8,,,,,,,,,,,,,,,
2015-11-03,L007,5.66,,,,,,,,,,,,,,,
2015-12-02,L007,0.7090000000000001,,,,,,,,,,,,,,,
2016-01-12,L007,6.26,,,,,,,,,,,,,,,
2016-02-03,L007,9.64,,,,,,,,,,,,,,,
2016-03-02,L007,3.05,,,,,,,,,,,,,,,
2016-04-06,L007,4.22,,,,,,,,,,,,,,,
2016-05-09,L007,7.54,,,,,,,,,,,,,,,
2016-06-15,L007,65.4,,,,,,,,,,,,,,,
2016-07-12,L007,29.2,,,,,,,,,,,,,,,
2016-08-03,L007,9.32,,,,,,,,,,,,,,,
2016-09-07,L007,13.8,,,,,,,,,,,,,,,
2016-10-19,L007,23.9,,,,,,,,,,,,,,,
2016-11-02,L007,14.6,,,,,,,,,,,,,,,
2016-12-06,L007,6.67,,,,,,,,,,,,,,,
2017-01-10,L007,9.27,,,,,,,,,,,,,,,
2017-02-08,L007,10.2,,,,,,,,,,,,,,,
2017-03-21,L007,7.2,,,,,,,,,,,,,,,
2017-04-18,L007,6.87,,,,,,,,,,,,,,,
2017-05-23,L007,3.81,,,,,,,,,,,,,,,
2017-06-20,L007,3.58,,,,,,,,,,,,,,,
2017-07-11,L007,2.52,,,,,,,,,,,,,,,
2017-08-16,L007,17.8,,,,,,,,,,,,,,,
2017-09-19,L007,10.2,,,,,,,,,,,,,,,
2017-10-09,L007,5.69,,,,,,,,,,,,,,,
2017-11-08,L007,5.58,,,,,,,,,,,,,,,
2017-12-06,L007,9.59,,,,,,,,,,,,,,,
2018-01-18,L007,8.27,,,,,,,,,,,,,,,
2018-02-07,L007,5.18,,,,,,,,,,,,,,,
2018-03-07,L007,5.13,,,,,,,,,,,,,,,
2018-04-04,L007,4.56,,,,,,,,,,,,,,,
2018-05-02,L007,5.38,,,,,,,,,,,,,,,
2018-06-06,L007,12.0,,,,,,,,,,,,,,,
2018-07-18,L007,12.4,,,,,,,,,,,,,,,
2018-08-15,L007,20.4,,,,,,,,,,,,,,,
2018-09-05,L007,4.37,,,,,,,,,,,,,,,
2018-10-17,L007,33.2,,,,,,,,,,,,,,,
2018-11-07,L007,19.3,,,,,,,,,,,,,,,
2018-12-11,L007,23.4,,,,,,,,,,,,,,,
2019-01-09,L007,9.84,,,,,,,,,,,,,,,
2019-02-14,L007,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,L007,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,L007,7.99,,,,,,,,,,,,,,,
2019-05-07,L007,4.53,,,,,,,,,,,,,,,
2019-06-04,L007,7.9,-0.007271999027580023,0.0,0.0,0.0,0.0,-0.006027999334037304,-0.004381998907774687,-0.0018419991247355938,-0.0008239991148002446,-0.0008479991229251027,0.0,-6.799912807764485e-05,8.712959242984653e-10,0.0,-0.0007279991405084729
2019-07-10,L007,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,L007,5.76,,,,,,,,,,,,,,,
2019-09-10,L007,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,L007,7.66,0.009720000438392162,0.006450000684708357,0.005622000899165869,0.004818000830709934,0.004510000813752413,0.005370000842958689,0.005406000651419163,0.005644001066684723,0.005550000816583633,0.005844000726938248,0.005746000912040472,0.004184000659734011,0.002256000880151987,-0.006373999174684286,-0.00021999912860337645
2019-11-06,L007,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,L007,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,L007,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,L007,8.07,,,,,,,,,,,,,,,
2020-03-11,L007,3.73,,,,,,,,,,,,,,,
2020-04-08,L007,5.41,0.004452000837773085,0.002402000827714801,0.003462000750005245,0.004058000631630421,0.004250000696629286,0.005434000864624977,0.0056320009753108025,0.0059120007790625095,0.0057580010034143925,0.006028000731021166,0.006324000656604767,0.004740000702440739,0.0025060009211301804,-0.005809999071061611,-0.0014359991764649749
2020-05-06,L007,19.2,0.0141980005428195,0.010208000428974628,0.009776000864803791,0.009240000508725643,0.008698000572621822,0.009934000670909882,0.008880000561475754,0.008722000755369663,0.008356001228094101,0.008326000533998013,0.009026001207530499,0.006244000978767872,0.003200000850483775,-0.0057919989340007305,0.0013160008238628507
2020-05-21,L007,4.76,0.008116001263260841,0.005544000770896673,0.005634000990539789,0.005790000781416893,0.005780000705271959,0.006782000884413719,0.0062980009242892265,0.006218000780791044,0.006126001011580229,0.006288000848144293,0.006478000897914171,0.004626000765711069,0.0024520009756088257,-0.005795998964458704,-0.000309999129967764
2020-06-03,L007,10.4,,,,,,,,,,,,,,,
2010-10-21,PELBAY3,18.1,,,,,,,,,,,,,,,
2010-11-02,PELBAY3,6.4,,,,,,,,,,,,,,,
2010-12-20,PELBAY3,16.75,,,,,,,,,,,,,,,
2011-01-03,PELBAY3,2.7,,,,,,,,,,,,,,,
2011-02-14,PELBAY3,8.1,,,,,,,,,,,,,,,
2011-03-21,PELBAY3,1.5,,,,,,,,,,,,,,,
2011-04-19,PELBAY3,2.2,,,,,,,,,,,,,,,
2011-05-10,PELBAY3,1.22,,,,,,,,,,,,,,,
2011-06-06,PELBAY3,1.16,,,,,,,,,,,,,,,
2011-07-13,PELBAY3,3.21,,,,,,,,,,,,,,,
2011-08-04,PELBAY3,7.9,,,,,,,,,,,,,,,
2011-09-21,PELBAY3,9.66,,,,,,,,,,,,,,,
2011-10-12,PELBAY3,14.8,,,,,,,,,,,,,,,
2011-11-15,PELBAY3,29.4,,,,,,,,,,,,,,,
2011-12-05,PELBAY3,13.8,,,,,,,,,,,,,,,
2012-01-23,PELBAY3,5.91,,,,,,,,,,,,,,,
2012-02-07,PELBAY3,3.81,,,,,,,,,,,,,,,
2012-03-19,PELBAY3,3.92,,,,,,,,,,,,,,,
2012-04-02,PELBAY3,34.7,,,,,,,,,,,,,,,
2012-05-23,PELBAY3,3.79,,,,,,,,,,,,,,,
2012-06-11,PELBAY3,4.82,,,,,,,,,,,,,,,
2012-07-16,PELBAY3,6.24,,,,,,,,,,,,,,,
2012-08-13,PELBAY3,14.2,,,,,,,,,,,,,,,
2012-09-18,PELBAY3,5.21,,,,,,,,,,,,,,,
2012-10-08,PELBAY3,8.16,,,,,,,,,,,,,,,
2012-11-26,PELBAY3,24.5,,,,,,,,,,,,,,,
2012-12-10,PELBAY3,12.7,,,,,,,,,,,,,,,
2013-01-07,PELBAY3,10.1,,,,,,,,,,,,,,,
2013-02-12,PELBAY3,1.96,,,,,,,,,,,,,,,
2013-03-28,PELBAY3,31.6,,,,,,,,,,,,,,,
2013-04-09,PELBAY3,7.29,,,,,,,,,,,,,,,
2013-05-15,PELBAY3,52.6,,,,,,,,,,,,,,,
2013-06-04,PELBAY3,22.7,,,,,,,,,,,,,,,
2013-07-16,PELBAY3,4.22,,,,,,,,,,,,,,,
2013-08-05,PELBAY3,13.0,,,,,,,,,,,,,,,
2013-09-16,PELBAY3,9.51,,,,,,,,,,,,,,,
2013-10-02,PELBAY3,23.1,,,,,,,,,,,,,,,
2013-11-18,PELBAY3,18.3,,,,,,,,,,,,,,,
2013-12-03,PELBAY3,4.8,,,,,,,,,,,,,,,
2014-01-15,PELBAY3,45.9,,,,,,,,,,,,,,,
2014-02-04,PELBAY3,19.0,,,,,,,,,,,,,,,
2014-03-12,PELBAY3,17.3,,,,,,,,,,,,,,,
2014-04-16,PELBAY3,4.18,,,,,,,,,,,,,,,
2014-04-21,PELBAY3,29.8,,,,,,,,,,,,,,,
2014-05-13,PELBAY3,2.02,,,,,,,,,,,,,,,
2014-06-03,PELBAY3,2.18,,,,,,,,,,,,,,,
2014-07-16,PELBAY3,21.2,,,,,,,,,,,,,,,
2014-08-06,PELBAY3,40.7,,,,,,,,,,,,,,,
2014-09-03,PELBAY3,25.8,,,,,,,,,,,,,,,
2014-10-08,PELBAY3,13.6,,,,,,,,,,,,,,,
2014-11-05,PELBAY3,4.61,,,,,,,,,,,,,,,
2014-12-03,PELBAY3,42.6,,,,,,,,,,,,,,,
2015-01-07,PELBAY3,3.54,,,,,,,,,,,,,,,
2015-02-04,PELBAY3,7.11,,,,,,,,,,,,,,,
2015-03-04,PELBAY3,3.78,,,,,,,,,,,,,,,
2015-04-08,PELBAY3,3.64,,,,,,,,,,,,,,,
2015-05-13,PELBAY3,1.69,,,,,,,,,,,,,,,
2015-06-02,PELBAY3,6.38,,,,,,,,,,,,,,,
2015-07-07,PELBAY3,24.3,,,,,,,,,,,,,,,
2015-08-05,PELBAY3,22.7,,,,,,,,,,,,,,,
2015-09-02,PELBAY3,9.67,,,,,,,,,,,,,,,
2015-10-07,PELBAY3,34.4,,,,,,,,,,,,,,,
2015-11-03,PELBAY3,5.43,,,,,,,,,,,,,,,
2015-12-02,PELBAY3,5.89,,,,,,,,,,,,,,,
2016-01-12,PELBAY3,9.82,,,,,,,,,,,,,,,
2016-02-03,PELBAY3,7.42,,,,,,,,,,,,,,,
2016-03-02,PELBAY3,4.18,,,,,,,,,,,,,,,
2016-04-06,PELBAY3,6.94,,,,,,,,,,,,,,,
2016-05-09,PELBAY3,9.87,,,,,,,,,,,,,,,
2016-05-09,PELBAY3,0.131,,,,,,,,,,,,,,,
2016-06-15,PELBAY3,31.6,,,,,,,,,,,,,,,
2016-07-12,PELBAY3,41.4,,,,,,,,,,,,,,,
2016-08-03,PELBAY3,9.14,,,,,,,,,,,,,,,
2016-09-07,PELBAY3,35.8,,,,,,,,,,,,,,,
2016-10-19,PELBAY3,25.5,,,,,,,,,,,,,,,
2016-11-02,PELBAY3,12.1,,,,,,,,,,,,,,,
2016-12-06,PELBAY3,12.1,,,,,,,,,,,,,,,
2017-01-10,PELBAY3,9.59,,,,,,,,,,,,,,,
2017-02-08,PELBAY3,8.26,,,,,,,,,,,,,,,
2017-03-21,PELBAY3,5.89,,,,,,,,,,,,,,,
2017-04-18,PELBAY3,3.6,,,,,,,,,,,,,,,
2017-05-23,PELBAY3,5.86,,,,,,,,,,,,,,,
2017-08-16,PELBAY3,15.8,,,,,,,,,,,,,,,
2017-09-19,PELBAY3,8.72,,,,,,,,,,,,,,,
2017-10-09,PELBAY3,3.68,,,,,,,,,,,,,,,
2017-11-08,PELBAY3,8.16,,,,,,,,,,,,,,,
2017-12-06,PELBAY3,3.26,,,,,,,,,,,,,,,
2018-01-18,PELBAY3,6.25,,,,,,,,,,,,,,,
2018-02-07,PELBAY3,2.99,,,,,,,,,,,,,,,
2018-03-07,PELBAY3,6.98,,,,,,,,,,,,,,,
2018-04-04,PELBAY3,2.26,,,,,,,,,,,,,,,
2018-05-02,PELBAY3,4.41,,,,,,,,,,,,,,,
2018-06-06,PELBAY3,17.3,,,,,,,,,,,,,,,
2018-07-18,PELBAY3,18.6,,,,,,,,,,,,,,,
2018-08-15,PELBAY3,22.8,,,,,,,,,,,,,,,
2018-09-05,PELBAY3,2.79,,,,,,,,,,,,,,,
2018-10-17,PELBAY3,25.4,,,,,,,,,,,,,,,
2018-11-07,PELBAY3,16.2,,,,,,,,,,,,,,,
2018-12-11,PELBAY3,32.9,,,,,,,,,,,,,,,
